Player,Year1,Year2,Year3,Retire,NextPercentile
John Stallworth,0.4157303370786517,0.7097902097902098,0.803125,0,0.9088050314465408
Rabih Abdullah,0.0318906605922551,0.1448598130841121,0.4660421545667447,0,0.3509933774834437
Devier Posey,0.1950286806883365,0.4130434782608695,0.6752988047808764,1,
Brian Hartline,0.4834710743801653,0.7551867219917012,0.875,0,0.9082217973231358
Darrius Heyward Bey,0.2520661157024793,0.5746887966804979,0.8373015873015873,0,0.9177820267686424
Frank Gore,0.1574642126789366,0.5032119914346895,0.7551867219917012,0,0.8103092783505155
Jim Jensen,0.2770780856423174,0.4213333333333333,0.6435643564356436,0,0.7470881863560732
Cedrick Wilson,0.3311258278145695,0.6301652892561983,0.8085539714867617,0,0.8425357873210634
Jamal Robertson,0.0578512396694214,0.164969450101833,0.1717791411042944,1,
Patrick Laird,0.2725598526703499,0.4126126126126126,0.5503597122302158,1,
Keith Jackson 2,0.344,0.6761658031088082,0.8598382749326146,0,0.8604651162790697
Devin Hester,0.032119914346895,0.3651452282157676,0.7175257731958763,0,0.8863636363636364
Cleveland Gary,0.038860103626943,0.1967654986522911,0.3669250645994832,0,0.546916890080429
Lamar Smith,0.2227602905569007,0.2535885167464115,0.4549878345498783,0,0.4471153846153846
Don Mccauley,0.031578947368421,0.4439252336448598,0.6042553191489362,0,0.7303370786516854
Jermaine Wiggins,0.2570093457943925,0.5831381733021077,0.6026490066225165,0,0.5578512396694215
T J Yeldon,0.3313725490196078,0.6290630975143403,0.7631067961165049,0,0.8033707865168539
Donald Parham,0.2666666666666666,0.5215827338129496,0.7005649717514124,0,0.7647058823529411
James Hanna,0.2103250478011472,0.3478260869565217,0.5318725099601593,0,0.5235294117647059
Jesse Chatman,0.2693156732891832,0.4628099173553719,0.5641547861507128,0,0.3128834355828221
Franco Harris,0.3364485981308411,0.4297872340425532,0.6479400749063671,0,0.6573426573426573
Nate Byham,0.0829875518672199,0.0952380952380952,0.2868068833652007,0,0.4071146245059288
Orleans Darkwa,0.1434262948207171,0.3392156862745098,0.4072657743785851,0,0.4388349514563107
Reggie Brooks,0.2398921832884097,0.375,0.3728813559322034,0,0.1220095693779904
Larry Kinnebrew,0.010840108401084,0.234256926952141,0.392,0,0.5643564356435643
Keith Griffin,0.0680100755667506,0.3306666666666666,0.5544554455445545,0,0.7221297836938436
Jimmy Graham,0.3381742738589212,0.8194444444444444,0.959847036328872,0,0.9901185770750988
Cliff Austin,0.1029810298102981,0.1083123425692695,0.3733333333333333,0,0.3886138613861386
Jim Hadnot,0.1274238227146814,0.3405994550408719,0.4670487106017192,0,0.4525745257452574
Mack Herron,0.3787234042553191,0.7865168539325843,0.7867132867132867,1,
T Y Hilton,0.5755258126195029,0.8853754940711462,0.9721115537848606,0,0.984313725490196
