Player,Year1,Year2,Year3,Year4,Year5,Year6,Year7,Year8,Year9,Year10,Year11,Year12,Retire,NextPercentile
Keith Byars,0.0618811881188118,0.5158069883527454,0.632,0.810880829015544,0.8571428571428571,0.8036175710594315,0.7801608579088471,0.738544474393531,0.8046875,0.7675544794188862,0.7870813397129187,0.7396593673965937,0,0.7596153846153846
Kyle Brady,0.3438256658595641,0.4760765550239234,0.6058394160583942,0.6033653846153846,0.7084282460136674,0.7897196261682243,0.8290398126463701,0.8763796909492274,0.7768595041322314,0.7128309572301426,0.3926380368098159,0.3533190578158458,0,0.3796680497925311
Ricky Williams,0.1890660592255125,0.5467289719626168,0.6932084309133489,0.7792494481236203,0.7272727272727273,0.5743380855397149,0.3660531697341513,0.145610278372591,0.1804979253112033,0.2144329896907216,0.4917355371900826,0.6265560165975104,0,0.5932539682539683
Ken Burrough,0.65,0.7947368421052632,0.8785046728971962,0.9276595744680852,0.9363295880149812,0.9755244755244756,0.9875,1.0,0.9940652818991098,0.9754768392370572,0.8725761772853186,0.885558583106267,1,
Jason Witten,0.390495867768595,0.7169042769857433,0.901840490797546,0.9229122055674518,0.9564315352697096,0.9608247422680412,0.9772727272727272,0.9854771784232366,0.9722222222222222,0.9694072657743786,0.9545454545454546,0.954183266932271,0,0.9294117647058824
Randy Moss,0.7788461538461539,0.9498861047835992,1.0,0.9976580796252928,0.9955849889624724,0.9958677685950412,0.9979633401221996,0.9979550102249488,0.9528907922912204,0.9875518672199172,0.9855670103092784,0.9958677685950412,0,0.950207468879668
Shannon Sharpe,0.2695417789757412,0.6149870801033591,0.8096514745308311,0.908355795148248,0.9583333333333334,0.9636803874092008,0.944976076555024,0.9416058394160584,0.9615384615384616,0.9020501138952164,0.897196261682243,0.8524590163934426,0,0.9315673289183224
Henry Marshall,0.496875,0.7421383647798742,0.8753709198813057,0.8392370572207084,0.8753462603878116,0.8692098092643051,0.9369627507163324,0.948509485094851,0.9521410579345088,0.9146666666666666,0.8638613861386139,0.8735440931780366,1,
Howard Cross,0.1528497409326424,0.3261455525606469,0.5762273901808785,0.5817694369973191,0.7008086253369272,0.7630208333333334,0.784503631961259,0.715311004784689,0.5060827250608273,0.2908653846153846,0.2619589977220957,0.2593457943925233,0,0.2950819672131147
Darren Sproles,0.0797546012269938,0.0770877944325481,0.2302904564315352,0.5175257731958763,0.8099173553719008,0.8941908713692946,0.9444444444444444,0.9426386233269598,0.9387351778656128,0.9123505976095616,0.8372549019607843,0.8527724665391969,0,0.7398058252427184
Andre Reed,0.4533333333333333,0.8217821782178217,0.966722129783694,0.9573333333333334,0.9637305699481864,0.9514824797843666,0.9870801033591732,0.9597855227882036,0.967654986522911,0.9479166666666666,0.9152542372881356,0.9354066985645934,0,0.9099756690997568
James Lofton,0.6083086053412463,0.8692098092643051,0.9833795013850416,0.997275204359673,0.994269340974212,1.0,1.0,0.9946666666666668,0.9504950495049505,0.9650582362728786,0.9386666666666666,0.9378238341968912,0,0.8921832884097035
Marshawn Lynch,0.2240663900414937,0.5628865979381443,0.7045454545454546,0.6058091286307054,0.5456349206349206,0.5334608030592735,0.6936758893280632,0.6832669322709163,0.6352941176470588,0.4263862332695984,0.3728155339805825,0.3895131086142322,1,
Ahman Green,0.0192307692307692,0.0113895216400911,0.3738317757009345,0.702576112412178,0.8300220750551877,0.8533057851239669,0.8024439918533605,0.7934560327198364,0.6702355460385439,0.6514522821576764,0.5278350515463918,0.4690082644628099,1,
Zack Crockett,0.3050847457627119,0.4641148325358851,0.4257907542579075,0.1610576923076923,0.1116173120728929,0.2803738317757009,0.2927400468384075,0.1258278145695364,0.1776859504132231,0.3217922606924643,0.3967280163599182,0.3683083511777302,1,
Jimmy Kleinsasser,0.0022779043280182,0.0747663551401869,0.1990632318501171,0.6556291390728477,0.7727272727272727,0.7617107942973523,0.6646216768916156,0.3897216274089936,0.4730290456431535,0.554639175257732,0.6033057851239669,0.5705394190871369,0,0.4027777777777778
Brandon Marshall,0.3019271948608137,0.7800829875518672,0.9278350515463918,0.981404958677686,0.9813278008298756,0.984126984126984,0.982791586998088,0.9881422924901184,0.9820717131474104,0.9901960784313726,0.9617590822179732,0.9300970873786408,0,0.7902621722846442
Lorenzo Neal,0.0338541666666666,0.3268765133171913,0.430622009569378,0.4987834549878345,0.3677884615384615,0.4100227790432801,0.3878504672897196,0.4519906323185012,0.5165562913907285,0.506198347107438,0.4541751527494908,0.4519427402862985,0,0.4047109207708779
John Riggins,0.5368421052631579,0.6495327102803738,0.7361702127659574,0.7228464419475655,0.7412587412587412,0.746875,0.710691823899371,0.6795252225519288,0.7193460490463215,0.5290858725761773,0.4713896457765668,0.3495702005730659,0,0.3983739837398374
Jared Cook,0.1694214876033057,0.4979253112033195,0.7777777777777778,0.8508604206500956,0.8794466403162056,0.8824701195219123,0.8392156862745098,0.8202676864244742,0.7728155339805826,0.897003745318352,0.9502762430939228,0.9441441441441442,0,0.9262589928057554
Vincent Jackson,0.2433537832310838,0.6423982869379015,0.8485477178423236,0.931958762886598,0.9710743801652892,0.9626556016597512,0.9702380952380952,0.9808795411089866,0.9960474308300395,0.9860557768924304,0.9490196078431372,0.8623326959847036,1,
Hines Ward,0.3293269230769231,0.7015945330296127,0.8855140186915887,0.9133489461358314,0.977924944812362,0.9917355371900828,0.989816700610998,0.9918200408997956,0.9721627408993576,0.966804979253112,0.9567010309278352,0.962809917355372,0,0.9605809128630706
Garrison Hearst,0.0673854447439353,0.2369791666666666,0.4939467312348668,0.6124401913875598,0.6982968369829684,0.7884615384615384,0.6856492027334852,0.5,0.2576112412177986,0.543046357615894,0.6942148760330579,0.6252545824847251,1,
Ronnie Harmon,0.2029702970297029,0.7154742096505824,0.7626666666666667,0.8186528497409327,0.7816711590296496,0.7958656330749354,0.8123324396782842,0.8463611859838275,0.8984375,0.9079903147699758,0.8923444976076556,0.8369829683698297,1,
Julio Jones,0.5714285714285714,0.9158699808795412,0.9525691699604744,0.9760956175298804,0.9862745098039216,0.9980879541108988,0.9980582524271844,0.99812734082397,0.996316758747698,0.9891891891891892,0.960431654676259,0.8775894538606404,0,0.7705882352941177
Freeman Mcneil,0.1934604904632152,0.5157593123209169,0.5880758807588076,0.6700251889168766,0.6106666666666667,0.7648514851485149,0.8452579034941764,0.7893333333333333,0.689119170984456,0.6388140161725068,0.5503875968992248,0.4691689008042895,1,
Marcus Allen,0.5587392550143266,0.7046070460704607,0.9143576826196472,0.8933333333333333,0.8836633663366337,0.8985024958402662,0.7093333333333334,0.5958549222797928,0.4636118598382749,0.5116279069767442,0.6058981233243967,0.6765498652291105,0,0.7369791666666666
Pete Metzelaars,0.0601719197707736,0.2547425474254742,0.3879093198992443,0.4186666666666667,0.5470297029702971,0.632279534109817,0.6186666666666667,0.5803108808290155,0.6765498652291105,0.5968992248062015,0.6836461126005362,0.7978436657681941,0,0.8567708333333334
